input,time
10000000,5
30000000,9
50000000,14
70000000,10
90000000,15
110000000,18
130000000,7
150000000,28
170000000,26
190000000,11
210000000,17
230000000,6
250000000,29
270000000,62
290000000,21
310000000,26
330000000,53
350000000,3
370000000,8
390000000,12
410000000,32
430000000,48
450000000,3
470000000,36
490000000,64
