input,time
10000000,7
25000000,10
40000000,12
55000000,15
70000000,19
85000000,24
100000000,28
115000000,31
130000000,37
145000000,40
160000000,46
175000000,49
190000000,53
205000000,56
220000000,74
235000000,66
250000000,70
265000000,75
280000000,88
295000000,81
310000000,86
325000000,89
340000000,94
355000000,101
370000000,110
385000000,110
400000000,112
415000000,115
430000000,117
445000000,121
460000000,129
475000000,134
490000000,134
