input,time
1,0
15000001,0
30000001,0
45000001,0
60000001,0
75000001,0
90000001,0
105000001,0
120000001,0
135000001,0
150000001,0
165000001,0
180000001,0
195000001,0
210000001,0
225000001,0
240000001,0
255000001,0
270000001,0
285000001,0
300000001,0
315000001,0
330000001,0
345000001,0
360000001,0
375000001,0
390000001,0
405000001,0
420000001,0
435000001,0
450000001,0
465000001,0
480000001,0
495000001,0
